"Title","URL"
"The private sector role in the supply of antimalarial drugs: Evidence from ACTwatch & implications for initiatives to improve ACT access","https://marketbookshelf.com/publications/private-sector-role-supply-antimalarial-drugs-evidence-actwatch-implications-initiatives-improve-act-access/"
"The potential of the private sector to promote the integration of rapid diagnostic tests for malaria into developing country health systems: a multi-country study","https://marketbookshelf.com/publications/potential-private-sector-promote-integration-rapid-diagnostic-tests-malaria-developing-country-health-systems-multi-country-study/"
"Outlet Survey Republic of Zambia 2011 Survey Report","https://marketbookshelf.com/publications/outlet-survey-republic-zambia-2011-survey-report/"
"Availability, Price and Volume of Antimalarials in Seven Malaria Endemic Countries: A Summary of Results from Multi-Country Outlet Survey Research 2009-2010","https://marketbookshelf.com/publications/availability-price-volume-antimalarials-seven-malaria-endemic-countries-summary-results-multi-country-outlet-survey-research-2009-2010/"
"Outlet Survey Republic of Benin 2011 Survey","https://marketbookshelf.com/publications/outlet-survey-republic-benin-2011-survey/"
"The antimalarial retail market in Benin: results from OS3","https://marketbookshelf.com/publications/antimalarial-retail-market-benin-results-os3/"
"Outlet Survey Republic of Uganda 2010 Survey Report","https://marketbookshelf.com/publications/outlet-survey-republic-uganda-2010-survey-report/"
"Outlet Survey Republic of Madagascar 2010 Survey Report","https://marketbookshelf.com/publications/outlet-survey-republic-madagascar-2010-survey-report/"
"Access to essential medicines for sexual and reproductive health care: The role of pharmaceutical industry and international regulation","https://marketbookshelf.com/publications/access-essential-medicines-sexual-reproductive-health-care-role-pharmaceutical-industry-international-regulation/"
"Advance Market Commitments for Vaccines Against Neglected Diseases: Estimating Costs and Effectiveness","https://marketbookshelf.com/publications/advance-market-commitments-vaccines-neglected-diseases-estimating-costs-effectiveness/"
"An Analysis of How the GAVI Alliance and Low- and Middle-Income Countries Can Share Costs of New Vaccines","https://marketbookshelf.com/publications/analysis-gavi-alliance-low-middle-income-countries-can-share-costs-new-vaccines/"
"Assessing demand for depo-subQ in Uniject: A five-country modeling exercise","https://marketbookshelf.com/publications/assessing-demand-depo-subq-uniject-five-country-modeling-exercise/"
"Assessing Policies and Practices That Affect Contraceptive Financing and Procurement","https://marketbookshelf.com/publications/assessing-policies-practices-affect-contraceptive-financing-procurement/"
"Planning Guide for a Total Market Approach to Increase Access to Family Planning: Toolkit and Glossary","https://marketbookshelf.com/publications/planning-guide-total-market-approach-increase-access-family-planning-toolkit-glossary/"
"New MEASURE Evaluation Resources to Increase Access to Family Planning","https://marketbookshelf.com/publications/new-measure-evaluation-resources-increase-access-family-planning/"
"A Participatory Approach: Using Evidence to Support a Total Market Approach to Family Planning","https://marketbookshelf.com/publications/participatory-approach-using-evidence-support-total-market-approach-family-planning/"
"Policy Brief: Global Malaria Diagnostic and Artemisinin Treatment Commodities Demand Forecast 2015 – 2018","https://marketbookshelf.com/publications/policy-brief-global-malaria-diagnostic-artemisinin-treatment-commodities-demand-forecast-2015-2018/"
"ARV Market Report: The State of the Antiretroviral Drug Market in Low- and Middle-Income Countries, November 2013","https://marketbookshelf.com/publications/chai-arv-market-report-november-2013-state-antiretroviral-drug-market-low-middle-income-countries/"
"Demand Forecast for Artemisinin-based Combination Therapies (ACTs) in 2012-2013 Q1-2012 Report","https://marketbookshelf.com/publications/demand-forecast-artemisinin-based-combination-therapies-acts-2012-2013-q1-2012-report/"
"Demand Forecast for Artemisinin-based Combination Therapies (ACTs) in 2012-2013 Q2-2012 Report","https://marketbookshelf.com/publications/demand-forecast-artemisinin-based-combination-therapies-acts-2012-2013-q2-2012-report/"
"Demand Forecast for Artemisinin-based Combination Therapies (ACTs) in 2012-2013 Q3-2012 Report","https://marketbookshelf.com/publications/demand-forecast-artemisinin-based-combination-therapies-acts-2012-2013-q3-2012-report/"
"The Advance Market Commitment for Pneumococcal Vaccines: Process and Design Evaluation","https://marketbookshelf.com/publications/advance-market-commitment-pneumococcal-vaccines-process-design-evaluation/"
"Pathways of Change:  How DMPA-SC Introduction May Impact a National Family Planning Program","https://marketbookshelf.com/publications/pathways-change-dmpa-sc-introduction-may-impact-national-family-planning-program/"
"Qualitative Research for Social Marketing: One Organization’s Journey to Improved Consumer Insight","https://marketbookshelf.com/publications/qualitative-research-social-marketing-one-organizations-journey-improved-consumer-insight/"
"Business Case: Investing in Production of High-Quality Magnesium Sulfate for Low-Resource Settings","https://marketbookshelf.com/publications/business-case-investing-production-high-quality-magnesium-sulfate-low-resource-settings/"
"Business Case: Investing in Production of High-Quality Misoprostol for Low-Resource Settings","https://marketbookshelf.com/publications/business-case-investing-production-high-quality-misoprostol-low-resource-settings/"
"Business Case: Investing in Production of High-Quality Oxytocin for Low-Resource Settings","https://marketbookshelf.com/publications/business-case-investing-production-high-quality-oxytocin-low-resource-settings/"
"Accelovate Maternal Health Drug Business Assessments User Guide","https://marketbookshelf.com/publications/accelovate-maternal-health-drug-business-assessments-user-guide/"
"Pneumococcal Advance Market Commitment: Lessons Learnt on Disease and Design Choices and Processes","https://marketbookshelf.com/publications/pneumococcal-advance-market-commitment-lessons-learnt-disease-design-choices-processes/"
"Policy Brief: ACT Demand Forecast, 2012-2013","https://marketbookshelf.com/publications/policy-brief-act-demand-forecast-2012-2013/"
"Market shaping: access to low and sustainable vaccine prices","https://marketbookshelf.com/publications/market-shaping-access-low-sustainable-vaccine-prices/"
"Medicine prices in urban Mozambique: A public health and economic study of pharmaceutical markets and price determinants in low-income settings","https://marketbookshelf.com/publications/medicine-prices-urban-mozambique-public-health-economic-study-pharmaceutical-markets-price-determinants-low-income-settings/"
"Financing Medical Innovation Through Alternative Mechanisms","https://marketbookshelf.com/publications/financing-medical-innovation-alternative-mechanisms/"
"Procurement and Pricing of New Vaccines for Developing Countries","https://marketbookshelf.com/publications/procurement-pricing-new-vaccines-developing-countries/"
"Procuring Contraceptives: Options for Countries","https://marketbookshelf.com/publications/procuring-contraceptives-options-countries/"
"The Quality of Reproductive Health Medicines Programme: Key milestones and the road ahead for expanding access to affordable, quality-assured medicine and support","https://marketbookshelf.com/publications/quality-reproductive-health-medicines-programme-key-milestones-road-ahead-expanding-access-affordable-quality-assured-medicine-support/"
"A Review of the AZD5847 Patent Landscape","https://marketbookshelf.com/publications/review-azd5847patent-landscape/"
"A Review of the Bedaquiline Patent Landscape","https://marketbookshelf.com/publications/review-bedaquiline-patent-landscape/"
"A Review of the Delamanid Patent Landscape","https://marketbookshelf.com/publications/review-delamanid-patent-landscape/"
"A Review of the PA-824 Patent Landscape","https://marketbookshelf.com/publications/review-pa-824-patent-landscape/"
"A Review of the SQ-109 Patent Landscape","https://marketbookshelf.com/publications/review-sq-109-patent-landscape/"
"A Review of the Sutezolid (PNU-100480) Patent Landscape","https://marketbookshelf.com/publications/review-sutezolid-pnu-100480-patent-landscape/"
"An integrative model for social marketing","https://marketbookshelf.com/publications/integrative-model-social-marketing/"
"Towards the Standardization of Total Market Approach Indicators for Male Condoms","https://marketbookshelf.com/publications/towards-standardization-total-market-approach-indicators-male-condoms/"
"Ethiopia. Family planning market analysis: Using evidence on demand and use for contraception to plan for a total market approach in Ethiopia","https://marketbookshelf.com/publications/ethiopia-family-planning-market-analysis-using-evidence-demand-use-contraception-plan-total-market-approach-ethiopia/"
"TMA Study for Family Planning in Four East and Southern African Countries","https://marketbookshelf.com/publications/tma-study-family-planning-four-east-southern-african-countries/"
"Demand Forecasting For Essential Medical Technologies","https://marketbookshelf.com/publications/demand-forecasting-essential-medical-technologies/"
"Value for Money in LLIN Speciﬁcations Guidance: Ensuring highest value for money in LLIN procurement by balancing cost with end-user and program benefits","https://marketbookshelf.com/publications/value-money-llin-speci%ef%ac%81cations-guidance-ensuring-highest-value-money-llin-procurement-balancing-cost-end-user-program-benefits/"
"A win-win solution?: A critical analysis of tiered pricing to improve access to medicines in developing countries","https://marketbookshelf.com/publications/win-win-solution-critical-analysis-tiered-pricing-improve-access-medicines-developing-countries/"
"DR-TB Drugs under the microscope: 1st Edition","https://marketbookshelf.com/publications/dr-tb-drugs-microscope-1st-edition/"
"Why UNITAID Matters for People Living with HIV/AIDS, TB and Malaria","https://marketbookshelf.com/publications/unitaid-matters-people-living-hivaids-tb-malaria/"
"New Dialogue for the Way Forward in Maternal Health: Addressing Market Inefficiencies","https://marketbookshelf.com/publications/new-dialogue-way-forward-maternal-health-addressing-market-inefficiencies/"
"Scaling up life-saving commodities for women, children, and newborns:  An Advocacy Toolkit","https://marketbookshelf.com/publications/scaling-life-saving-commodities-women-children-newborns-advocacy-toolkit/"
"Private Sector Engagement in Sexual and Reproductive Health and Maternal and Neonatal Health: A Review of the Evidence","https://marketbookshelf.com/publications/private-sector-engagement-sexual-reproductive-health-maternal-neonatal-health-review-evidence/"
"Constraints and opportunities for implementing nutrition-specific, agricultural, and market-based approaches to improve nutrient intake adequacy among infants and young children in two regions of rural Kenya","https://marketbookshelf.com/publications/constraints-opportunities-implementing-nutrition-specific-agricultural-market-based-approaches-improve-nutrient-intake-adequacy-among-infants-young-children-two-regions-rura/"
"Applying lessons learned from the USAID family planning graduation experience to the GAVI graduation process","https://marketbookshelf.com/publications/applying-lessons-learned-usaid-family-planning-graduation-experience-gavi-graduation-process/"
"Improving access to ACTs and rapid diagnostic tests in the Cambodian private sector through social marketing","https://marketbookshelf.com/publications/improving-access-acts-rapid-diagnostic-tests-cambodian-private-sector-social-marketing/"
"A study on the manufacture of hormonal contraceptives in China, India and Thailand","https://marketbookshelf.com/publications/study-manufacture-hormonal-contraceptives-china-india-thailand/"
"Solutions to improve access to medicines and biomedical innovation through EU trade and R&D policy","https://marketbookshelf.com/publications/solutions-improve-access-medicines-biomedical-innovation-eu-trade-rd-policy/"
"Stabilizing supply of artemisinin and artemisinin-based combination therapy in an era of wide-spread scale-up","https://marketbookshelf.com/publications/stabilizing-supply-artemisinin-artemisinin-based-combination-therapy-era-wide-spread-scale/"
"Striking the right balance:  Accessing New Anti-Tuberculosis Drugs in India","https://marketbookshelf.com/publications/striking-right-balance-accessing-new-anti-tuberculosis-drugs-india/"
"Reduced price on rotavirus vaccines: enough to facilitate access where most needed?","https://marketbookshelf.com/publications/reduced-price-rotavirus-vaccines-enough-facilitate-access-needed/"
"Regional group purchasing of vaccines: review of the Pan American Health Organization EPI revolving fund and the Gulf Cooperation Council group purchasing program","https://marketbookshelf.com/publications/regional-group-purchasing-vaccines-review-pan-american-health-organization-epi-revolving-fund-gulf-cooperation-council-group-purchasing-program/"
"Rethinking and reinventing Michael Porter’s ﬁve forces model","https://marketbookshelf.com/publications/rethinking-reinventing-michael-porters-%ef%ac%81ve-forces-model/"
"Role of vaccine manufacturers in developing countries towards global health care by providing quality vaccines at affordable prices","https://marketbookshelf.com/publications/role-vaccine-manufacturers-developing-countries-towards-global-health-care-providing-quality-vaccines-affordable-prices/"
"It’s all about women: creating healthy, functional markets to address the unmet global need for contraception","https://marketbookshelf.com/publications/women-creating-healthy-functional-markets-address-unmet-global-need-contraception/"
"A Value for Money Perspective Applied to Global Health Initiative Market Shaping Activities","https://marketbookshelf.com/publications/value-money-perspective-applied-global-health-initiative-market-shaping-activities/"
"Stakeholder perceptions of a total market approach to family planning in Viet Nam","https://marketbookshelf.com/publications/stakeholder-perceptions-total-market-approach-family-planning-viet-nam/"
"Innovative health service delivery models in low and middle income countries &#8211; what can we learn from the private sector?","https://marketbookshelf.com/publications/innovative-health-service-delivery-models-low-middle-income-countries-can-learn-private-sector/"
"Untangling the Web of Antiretroviral Price Reductions &#8211; 14th Edition, 2011","https://marketbookshelf.com/publications/untangling-web-antiretroviral-price-reductions-14th-edition-2011/"
"Untangling the Web of Antiretroviral Price Reductions &#8211; 15th Edition, 2012","https://marketbookshelf.com/publications/untangling-web-antiretroviral-price-reductions-15th-edition-2012/"
"Untangling the Web of Antiretroviral Price Reductions &#8211; 16th Edition, 2013","https://marketbookshelf.com/publications/untangling-web-antiretroviral-price-reductions-16th-edition-2013/"
"Using National Resources to Finance Contraceptive Procurement: Policy Brief","https://marketbookshelf.com/publications/using-national-resources-finance-contraceptive-procurement-policy-brief/"
"Vaccinating Children Beyond the &#8216;Cold Chain&#8217;: Extending the heat stability of vaccines","https://marketbookshelf.com/publications/vaccinating-children-beyond-cold-chain-extending-heat-stability-vaccines/"
"DR-TB Drugs under the microscope: 2nd edition","https://marketbookshelf.com/publications/dr-tb-drugs-microscope-2nd-edition/"
"DR-TB Drugs under the microscope: 3rd edition","https://marketbookshelf.com/publications/dr-tb-drugs-microscope-3rd-edition/"
"A Forecasting Guide For New and Underused Methods of Family Planning:  What to Do When There Is No Trend Data?","https://marketbookshelf.com/publications/forecasting-guide-new-underused-methods-family-planning-no-trend-data/"
"Financing Contraceptives: A New Funding Environment","https://marketbookshelf.com/publications/financing-contraceptives-new-funding-environment/"
"Ghana: Market Segmentation Analysis","https://marketbookshelf.com/publications/ghana-market-segmentation-analysis/"
"Hepatitis C Medicines: Technology and Market Landscape","https://marketbookshelf.com/publications/hepatitis-c-medicines-technology-market-landscape/"
"When One Size Doesn&#8217;t Fit All: Using Client-Centered Market Segmentation to Tailor Family Planning Programs","https://marketbookshelf.com/publications/one-size-doesnt-fit-using-client-centered-market-segmentation-tailor-family-planning-programs/"
"Assessing the global availability of misoprostol","https://marketbookshelf.com/publications/assessing-global-availability-misoprostol/"
"Achieving Universal Access to Family Planning Services through the Private Sector","https://marketbookshelf.com/publications/achieving-universal-access-family-planning-services-private-sector/"
"Total market approach to family planning","https://marketbookshelf.com/publications/total-market-approach-family-planning/"
"Overview of the HIV/AIDS antiretroviral medicines pipeline and existing products on the market: a focus on suitability for use in resource-limited settings","https://marketbookshelf.com/publications/overview-hivaids-antiretroviral-medicines-pipeline-existing-products-market-focus-suitability-use-resource-limited-settings/"
"The Right Shot: Extending the Reach of Affordable and Adapted Vaccines","https://marketbookshelf.com/publications/right-shot-extending-reach-affordable-adapted-vaccines/"
"The role of emerging manufacturers in access to innovative vaccines of public health importance","https://marketbookshelf.com/publications/role-emerging-manufacturers-access-innovative-vaccines-public-health-importance/"
"A study of the capability of manufacturers of generic hormonal contraceptives in lower- and middle-income countries","https://marketbookshelf.com/publications/study-capability-manufacturers-generic-hormonal-contraceptives-lower-middle-income-countries/"
"Tuberculosis Diagnosis and Drug Sensitivity Testing:  An Overview of the Current Diagnostic Pipeline","https://marketbookshelf.com/publications/tuberculosis-diagnosis-drug-sensitivity-testing-overview-current-diagnostic-pipeline/"
"UN Commission on Life-Saving Commodities for Women and Children Commissioners&#8217; Report","https://marketbookshelf.com/publications/un-commission-life-saving-commodities-women-children-commissioners-report/"
"The Role of Social Marketing Organizations in Strengthening the Commercial Sector: Case Studies for Male Condoms in Myanmar and Viet Nam","https://marketbookshelf.com/publications/role-social-marketing-organizations-strengthening-commercial-sector-case-studies-male-condoms-myanmar-viet-nam/"
"Idea To Impact: A Guide to Introduction and Scale of Global Health Innovations","https://marketbookshelf.com/publications/idea-impact-guide-introduction-scale-global-health-innovations/"
"Best Practices for Fostering Family Planning Total Markets in Indonesia, Mexico, Romania, Thailand, and Turkey: A Retrospective Analysis","https://marketbookshelf.com/publications/best-practices-fostering-family-planning-total-markets-indonesia-mexico-romania-thailand-turkey-retrospective-analysis/"
"Idea to Impact:  Practitioner&#8217;s Workbook","https://marketbookshelf.com/publications/idea-impact-practitioners-workbook/"
"Idea to Impact:  Guide to Introduction and Scale of Global Health Innovations; Toolkit Overview","https://marketbookshelf.com/publications/idea-impact-guide-introduction-scale-global-health-innovations-toolkit-overview/"
"HIV/AIDS Diagnostic Technology Landscape &#8211; 3rd Edition, 2013","https://marketbookshelf.com/publications/hivaids-diagnostic-technology-landscape-3rd-edition-2013/"
"HIV/AIDS Diagnostic Technology Landscape &#8211; Semi-annual Update, 2013","https://marketbookshelf.com/publications/hivaids-diagnostic-technology-landscape-semi-annual-update-2013/"
"Malaria Diagnostics Market Landscape Update &#8211; 2013","https://marketbookshelf.com/publications/malaria-diagnostics-market-landscape-update-2013/"
"Malaria Vector Control Commodities Landscape &#8211; 2013","https://marketbookshelf.com/publications/malaria-vector-control-commodities-landscape-2013/"
"Advanced Market Commitment for Pneumococcal Vaccines: Annual Report 2013-2014","https://marketbookshelf.com/publications/advanced-market-commitment-pneumococcal-vaccines-annual-report-2013-2014/"
"Out Of Step: Deadly implementation gaps in the TB response","https://marketbookshelf.com/publications/step-deadly-implementation-gaps-tb-response/"
"Pharmaceutical Pricing in Emerging Markets: Effects of Income, Competition, and Procurement","https://marketbookshelf.com/publications/pharmaceutical-pricing-emerging-markets-effects-income-competition-procurement/"
"Nutrition for a Better Tomorrow: Scaling Up Delivery of Micronutrient Powders for Infants and Young Children","https://marketbookshelf.com/publications/nutrition-better-tomorrow-scaling-delivery-micronutrient-powders-infants-young-children/"
"Untangling the Web of Antiretroviral Price Reductions &#8211; 17th Edition, 2014","https://marketbookshelf.com/publications/untangling-web-antiretroviral-price-reductions-2014/"
"Managing the effect of TRIPS on availability of priority vaccines","https://marketbookshelf.com/publications/881/"
"Handbook for Research on the Family Planning Market. Volume 1: Using Data to Inform a Total Market Approach to Family Planning","https://marketbookshelf.com/publications/handbook-research-family-planning-market-volume-1-using-data-inform-total-market-approach-family-planning/"
"Road-Mapping a Total Market Approach for Family Planning and Reproductive Health Commodity Security: Workshop Materials","https://marketbookshelf.com/publications/road-mapping-total-market-approach-family-planning-reproductive-health-commodity-security-workshop-materials-2/"
"Mapping and Realigning Incentives in the Global Health Supply Chain","https://marketbookshelf.com/publications/mapping-realigning-incentives-global-health-supply-chain/"
"Making Markets for Vaccines: Ideas to action","https://marketbookshelf.com/publications/making-markets-vaccines-ideas-action/"
"Lessons learned in shaping vaccine markets in low-income countries: a review of the vaccine market segment supported by the GAVI alliance","https://marketbookshelf.com/publications/lessons-learned-shaping-vaccine-markets-low-income-countries-review-vaccine-market-segment-supported-gavi-alliance/"
"Tuberculosis Diagnostic Technology Landscape Semi-Annual Update &#8211; 2012","https://marketbookshelf.com/publications/tuberculosis-diagnostic-technology-landscape-semi-annual-update-2012/"
"Market Shaping Strategy:  Voluntary Pooled Procurement","https://marketbookshelf.com/publications/market-shaping-strategy-voluntary-pooled-procurement/"
"Tuberculosis Diagnostic Technology Landscape &#8211; 2012","https://marketbookshelf.com/publications/tuberculosis-diagnostic-technology-landscape-2012/"
"Tuberculosis Diagnostics Technology and Market Landscape &#8211; 2nd edition, 2013","https://marketbookshelf.com/publications/tuberculosis-diagnostics-technology-market-landscape-2nd-edition-2013/"
"Tuberculosis Medicines Technology Landscape &#8211; 2012","https://marketbookshelf.com/publications/tuberculosis-medicines-technology-landscape-2012/"
"HIV Preventives Technology and Market Landscape &#8211; 1st Edition, 2013","https://marketbookshelf.com/publications/hiv-preventives-technology-market-landscape-1st-edition-2013/"
"Quality of Reproductive Health Medicines Programme","https://marketbookshelf.com/publications/quality-reproductive-health-medicines-programme/"
"Advance market commitment for pneumococcal vaccines: putting theory into practice","https://marketbookshelf.com/publications/advance-market-commitment-pneumococcal-vaccines-putting-theory-practice/"
"HIV/AIDS Diagnostics Technology Landscape &#8211; Semi-Annual Update, 2012","https://marketbookshelf.com/publications/hivaids-diagnostics-technology-landscape-semi-annual-update-2012/"
"HIV/AIDS Diagnostic Technology Landscape &#8211; 2nd Edition, 2012","https://marketbookshelf.com/publications/hivaids-diagnostic-technology-landscape-2nd-edition-2012/"
"Access staging tool for subcutaneous DMPA: Identify your country’s stage","https://marketbookshelf.com/publications/access-staging-tool-subcutaneous-dmpa-identify-countrys-stage/"
"Key actions for advocates to advance subcutaneous DMPA","https://marketbookshelf.com/publications/key-actions-advocates-advance-subcutaneous-dmpa/"
"Important policies for advancing access to subcutaneous DMPA","https://marketbookshelf.com/publications/important-policies-advancing-access-subcutaneous-dmpa/"
"Increasing access to subcutaneous DMPA in Uganda: An advocacy case study","https://marketbookshelf.com/publications/increasing-access-subcutaneous-dmpa-uganda-advocacy-case-study/"
"DMPA and HIV: What advocates need to know","https://marketbookshelf.com/publications/dmpa-hiv-advocates-need-know/"
"Messaging points on subcutaneous DMPA","https://marketbookshelf.com/publications/messaging-points-subcutaneous-dmpa/"
"Tips for engaging traditional and social media for advocacy on subcutaneous DMPA","https://marketbookshelf.com/publications/tips-engaging-traditional-social-media-advocacy-subcutaneous-dmpa/"
"Common terms for DMPA injectable contraception","https://marketbookshelf.com/publications/common-terms-dmpa-injectable-contraception/"
"An overview of subcutaneous DMPA: A new type of injectable contraception that expands access and options","https://marketbookshelf.com/publications/overview-subcutaneous-dmpa-new-type-injectable-contraception-expands-access-options/"
"Evidence at-a-glance: What we know about subcutaneous DMPA, a new type of injectable contraception","https://marketbookshelf.com/publications/evidence-glance-know-subcutaneous-dmpa-new-type-injectable-contraception/"
"Resources: A list of references about subcutaneous DMPA (companion to “Evidence at-a-glance”)","https://marketbookshelf.com/publications/resources-list-references-subcutaneous-dmpa-companion-evidence-glance/"
"Subcutaneous DMPA key facts: Answering questions and dispelling common myths about a new type of injectable contraception","https://marketbookshelf.com/publications/subcutaneous-dmpa-key-facts-answering-questions-dispelling-common-myths-new-type-injectable-contraception/"
"Policy brief template: A groundbreaking opportunity to increase contraceptive access and options in [country name]","https://marketbookshelf.com/publications/policy-brief-template-groundbreaking-opportunity-increase-contraceptive-access-options-country-name/"
"Public-Private Partnerships for Family Planning: Case Studies on Local Participation","https://marketbookshelf.com/publications/public-private-partnerships-family-planning-case-studies-local-participation/"
"Voluntary Medical Male Circumcision for HIV Prevention in Malawi: Modeling the Impact and Cost of Focusing the Program by Client Age and Geography","https://marketbookshelf.com/publications/voluntary-medical-male-circumcision-hiv-prevention-malawi-modeling-impact-cost-focusing-program-client-age-geography/"
"How can we ‘end malaria for good’ if we cannot identify it?","https://marketbookshelf.com/publications/can-end-malaria-good-cannot-identify/"
"How can we leverage partnerships to advocate for access to lifesaving commodities?","https://marketbookshelf.com/publications/can-leverage-partnerships-advocate-access-lifesaving-commodities/"
"Improving health through market-based approaches in India","https://marketbookshelf.com/publications/improving-health-market-based-approaches-india/"
"Direct Sales Agent Models in Health","https://marketbookshelf.com/publications/direct-sales-agent-models-health/"
"Ability and willingness to pay for family planning in Vietnam","https://marketbookshelf.com/publications/ability-willingness-pay-family-planning-vietnam/"
"A Market-Based Approach to Child Nutrition: Mothers’ Demand for Quality Certification of Infant Foods in Bamako, Mali","https://marketbookshelf.com/publications/market-based-approach-child-nutrition-mothers-demand-quality-certification-infant-foods-bamako-mali/"
"Registration and Distribution of Oxytocin in Uniject in Mali","https://marketbookshelf.com/publications/registration-distribution-oxytocin-uniject-mali/"
"Demand generation activities and modern contraceptive use in urban areas of four countries: a longitudinal evaluation","https://marketbookshelf.com/publications/demand-generation-activities-modern-contraceptive-use-urban-areas-four-countries-longitudinal-evaluation/"
"Women’s Limited Choice and Availability of Modern Contraception at Retail Outlets and Public-Sector Facilities in Luanda, Angola, 2012–2015","https://marketbookshelf.com/publications/womens-limited-choice-availability-modern-contraception-retail-outlets-public-sector-facilities-luanda-angola-2012-2015/"
"Local markets for global health technologies: lessons learned from advancing 6 new products","https://marketbookshelf.com/publications/local-markets-global-health-technologies-lessons-learned-advancing-6-new-products/"
"Establishing and Scaling-Up Clinical Social Franchise Networks: Lessons Learned From Marie Stopes International and Population Services Internationa","https://marketbookshelf.com/publications/establishing-scaling-clinical-social-franchise-networks-lessons-learned-marie-stopes-international-population-services-internationa/"
"Family Planning Supply Environment in Kinshasa, DRC: Survey Findings and Their Value in Advancing Family Planning Programming","https://marketbookshelf.com/publications/family-planning-supply-environment-kinshasa-drc-survey-findings-value-advancing-family-planning-programming/"
"Shaping the Family Planning Market by Strengthening the Public Sector","https://marketbookshelf.com/publications/shaping-family-planning-market-strengthening-public-sector/"
"Developing Family Planning Markets in Francophone West Africa","https://marketbookshelf.com/publications/developing-family-planning-markets-francophone-west-africa/"
"Towards subsidized malaria rapid diagnostic tests. Lessons learned from programmes to subsidise artemisinin-based combination therapies in the private sector: a review","https://marketbookshelf.com/publications/towards-subsidized-malaria-rapid-diagnostic-tests-lessons-learned-programmes-subsidise-artemisinin-based-combination-therapies-private-sector-review/"
"What Happened To The Malaria Market In Tanzania After The AMFM?","https://marketbookshelf.com/publications/happened-malaria-market-tanzania-amfm/"
"What Happened to the Malaria Market in Nigeria After AMFM?","https://marketbookshelf.com/publications/happened-malaria-market-nigeria-amfm/"
"Malaria Testing and Treatment Markets on the Thai-Myanmar and Thai-Cambodia Borders","https://marketbookshelf.com/publications/malaria-testing-treatment-markets-thai-myanmar-thai-cambodia-borders/"
"The Malaria Testing and Treatment Landscape in Benin","https://marketbookshelf.com/publications/malaria-testing-treatment-landscape-benin/"
"The Public Private Mix Program and Antimalarial and Malaria Rapid Diagnostic Test Availability and Market Share in the Southern Lao PDR Private Sector","https://marketbookshelf.com/publications/public-private-mix-program-antimalarial-malaria-rapid-diagnostic-test-availability-market-share-southern-lao-pdr-private-sector/"
"Antimalarial Market Improvements in Cambodia from 2009 to 2015","https://marketbookshelf.com/publications/antimalarial-market-improvements-cambodia-2009-2015/"
"The effectiveness of social marketing in global health: a systematic review","https://marketbookshelf.com/publications/effectiveness-social-marketing-global-health-systematic-review/"
"Private Sector Readiness and Performance for Malaria Case Management in Uganda","https://marketbookshelf.com/publications/private-sector-readiness-performance-malaria-case-management-uganda/"
"Diabetes in Pregnancy in Nicaragua: Insights and Lessons from the Pan American Social Marketing Organization’s (PASMO) Gestational Diabetes Project","https://marketbookshelf.com/publications/diabetes-pregnancy-nicaragua-insights-lessons-pan-american-social-marketing-organizations-pasmo-gestational-diabetes-project/"
"Expanded Social Marketing Project in Nigeria (ESMPIN): Policy Briefs","https://marketbookshelf.com/publications/expanded-social-marketing-project-nigeria-esmpin-policy-briefs/"
"A Review of Social Franchising Innovations at PSI: 2017","https://marketbookshelf.com/publications/review-social-franchising-innovations-psi-2017/"
"Who continues to stock oral artemisinin monotherapy? Results of a provider survey in Myanmar","https://marketbookshelf.com/publications/continues-stock-oral-artemisinin-monotherapy-results-provider-survey-myanmar/"
"Evaluating the impact of social franchising on family planning use in Kenya","https://marketbookshelf.com/publications/evaluating-impact-social-franchising-family-planning-use-kenya/"
"Market-based Approaches to Sanitation","https://marketbookshelf.com/publications/market-based-approaches-sanitation/"
"Applying a Total Market Lens: Increasing IUD Service Delivery in 4 PSI Countries","https://marketbookshelf.com/publications/applying-total-market-lens-increasing-iud-service-delivery-4-psi-countries/"
"Leveraging the Power of Markets for Family Planning Services: A Look at PSI/Malawi’s Approach to Social Franchising","https://marketbookshelf.com/publications/leveraging-power-markets-family-planning-services-look-psimalawis-approach-social-franchising/"
"SanMark Study to Assess Demand and Supply Chain Barriers among Rural Communities in Three Provinces in Central Vietnam","https://marketbookshelf.com/publications/sanmark-study-assess-demand-supply-chain-barriers-among-rural-communities-three-provinces-central-vietnam/"
"Learning from Bihar, India: An evolutionary process and the impact of a market development program to create a functioning sanitation market","https://marketbookshelf.com/publications/learning-bihar-india-evolutionary-process-impact-market-development-program-create-functioning-sanitation-market/"
"Motivating Community Based Mobilizers for Generating Demand for Family Planning Services in Nepal","https://marketbookshelf.com/publications/motivating-community-based-mobilizers-generating-demand-family-planning-services-nepal/"
"Market trends for malaria blood testing in sub-Saharan Africa, 2009-2014","https://marketbookshelf.com/publications/market-trends-malaria-blood-testing-sub-saharan-africa-2009-2014/"
"SP availability and (mis) use in sub-Saharan Africa: Antimalarial market data from 8 countries","https://marketbookshelf.com/publications/sp-availability-mis-use-sub-saharan-africa-antimalarial-market-data-8-countries/"
"Efficiently Identifying and Addressing Market Failures in Urban Sanitation in West Africa","https://marketbookshelf.com/publications/efficiently-identifying-addressing-market-failures-urban-sanitation-west-africa/"
"Safe Water: A Market-Based Approach","https://marketbookshelf.com/publications/safe-water-market-based-approach/"
